"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Anthony Gagnon","RW","RIM","19.562","57","15","13","7","28","35","121","12.4","0.26","0.23","0.12","0.49","0.61","2.12","9.3","0.16","850.57","14.92","1.06","0.92","0.49","1.98","2.47","8.54","0.66","17.35","17.22","61.65","50.11","-0.36","61.63","53","33","6","15","40.0","2","13","15.38","7","93","7.53","98","172","56.98"
"","Nicolas Beaudin","D","DRU","18.941","44","7","20","26","27","53","122","5.74","0.16","0.45","0.59","0.61","1.2","2.77","5.61","0.13","1061.08","24.12","0.4","1.13","1.47","1.53","3.0","6.9","0.32","17.66","17.77","67.01","47.88","3.88","70.0","105","45","1","6","16.67","0","1","0.0","6","115","5.22","0","1","0.0"
"","Jordan Spence","D","MON","17.555","57","4","23","16","27","43","127","3.15","0.07","0.4","0.28","0.47","0.75","2.23","8.08","0.14","1333.25","23.39","0.18","1.04","0.72","1.22","1.94","5.72","0.36","18.76","17.92","57.47","49.52","15.99","63.1","106","62","0","3","0.0","0","8","0.0","4","116","3.45","1","1","100.0"
"","Pierre-Olivier Joseph","D","CHA/DRU","19.209","50","9","18","13","27","40","126","7.14","0.18","0.36","0.26","0.54","0.8","2.52","7.09","0.14","1047.99","20.96","0.52","1.03","0.74","1.55","2.29","7.21","0.41","17.53","17.76","60.62","48.63","3.41","62.81","76","45","3","5","60.0","0","3","0.0","6","118","5.08","0","1","0.0"
"","D'Artagnan Joly","C","RIM/BAC","19.442","53","17","10","12","27","39","139","12.23","0.32","0.19","0.23","0.51","0.74","2.62","13.12","0.25","834.37","15.74","1.22","0.72","0.86","1.94","2.8","10.0","0.94","17.51","17.17","60.08","47.49","2.15","61.54","56","35","4","14","28.57","6","22","27.27","7","103","6.8","80","180","44.44"
"","Aleksei Sergeev","LW","QUE","18.317","55","12","15","11","27","38","106","11.32","0.22","0.27","0.2","0.49","0.69","1.93","12.64","0.23","927.83","16.87","0.78","0.97","0.71","1.75","2.46","6.85","0.82","20.0","18.22","49.73","52.3","19.7","59.79","58","39","4","20","20.0","5","25","20.0","3","61","4.92","28","53","52.83"
"","Kevin Gursoy","RW","CHA","19.116","53","14","13","10","27","37","106","13.21","0.26","0.25","0.19","0.51","0.7","2.0","10.37","0.2","759.16","14.32","1.11","1.03","0.79","2.13","2.92","8.38","0.82","18.4","17.52","56.04","46.81","21.53","68.42","52","24","7","23","30.43","4","21","19.05","3","62","4.84","41","85","48.24"
"","Noah Dobson","D","BAT/ROU","18.689","45","10","17","10","27","37","159","6.29","0.22","0.38","0.22","0.6","0.82","3.53","9.2","0.2","1212.62","26.95","0.49","0.84","0.49","1.34","1.83","7.87","0.46","18.04","18.06","51.04","51.48","9.97","53.42","78","68","2","4","50.0","4","15","26.67","4","140","2.86","0","0","0.0"
"","Robbie Burt","LW","SNB","19.3","50","15","12","7","27","34","133","11.28","0.3","0.24","0.14","0.54","0.68","2.66","14.3","0.29","866.17","17.32","1.04","0.83","0.48","1.87","2.36","9.21","0.99","17.93","17.76","35.78","50.99","13.81","43.36","49","64","3","16","18.75","6","30","20.0","6","87","6.9","160","274","58.39"
"","Declan Smith","C","CAP","20.359","47","10","17","6","27","33","81","12.35","0.21","0.36","0.13","0.57","0.7","1.72","9.84","0.21","825.91","17.57","0.73","1.24","0.44","1.96","2.4","5.88","0.71","18.28","17.89","56.75","51.61","-1.07","54.37","56","47","0","15","0.0","6","17","35.29","4","49","8.16","250","510","49.02"
"","Brett Budgell","LW","CHA","17.29","55","17","10","5","27","32","130","13.08","0.31","0.18","0.09","0.49","0.58","2.36","13.86","0.25","977.34","17.77","1.04","0.61","0.31","1.66","1.96","7.98","0.85","18.8","17.98","56.69","50.85","3.3","53.72","65","56","9","28","32.14","6","23","26.09","2","79","2.53","111","219","50.68"
"","Zachary Lavigne","LW","CHI","19.847","38","11","16","3","27","30","60","18.33","0.29","0.42","0.08","0.71","0.79","1.58","7.87","0.21","677.91","17.84","0.97","1.42","0.27","2.39","2.66","5.31","0.7","18.23","18.18","51.17","54.68","-0.7","46.15","36","42","6","14","42.86","0","12","0.0","5","34","14.71","15","26","57.69"
"","Gabriel Bilodeau","D","GAT","20.282","50","11","15","18","26","44","112","9.82","0.22","0.3","0.36","0.52","0.88","2.24","7.24","0.14","1308.37","26.17","0.5","0.69","0.83","1.19","2.02","5.14","0.33","17.97","18.3","49.99","52.33","13.29","53.16","84","74","4","7","57.14","2","9","22.22","5","96","5.21","0","0","0.0"
"","Jordan Maher","RW","CHA/HAL","20.515","56","11","15","14","26","40","98","11.22","0.2","0.27","0.25","0.46","0.71","1.75","11.53","0.21","891.67","15.92","0.74","1.01","0.94","1.75","2.69","6.59","0.78","18.49","17.7","62.35","49.38","10.49","66.67","66","33","4","24","16.67","1","17","5.88","6","57","10.53","123","277","44.4"
"","Dominic Cormier","D","VIC","20.701","56","11","15","9","26","35","146","7.53","0.2","0.27","0.16","0.46","0.62","2.61","6.45","0.12","1313.69","23.46","0.5","0.69","0.41","1.19","1.6","6.67","0.29","16.93","17.9","48.93","53.33","10.8","52.38","66","60","0","6","0.0","3","9","33.33","8","131","6.11","0","0","0.0"
"","Maxime Comtois","LW","DRU","19.686","16","18","8","6","26","32","67","26.87","1.12","0.5","0.38","1.62","2.0","4.19","7.78","0.49","322.19","20.14","3.35","1.49","1.12","4.84","5.96","12.48","1.45","19.11","17.91","67.05","47.37","26.21","85.11","40","7","5","9","55.56","2","9","22.22","11","49","22.45","11","25","44.0"
"","Mikhail Abramov","C","VIC","17.473","51","9","16","17","25","42","142","6.34","0.18","0.31","0.33","0.49","0.82","2.78","10.08","0.2","947.05","18.57","0.57","1.01","1.08","1.58","2.66","9.0","0.64","18.51","18.17","51.61","52.3","24.53","63.27","62","36","0","9","0.0","2","22","9.09","7","111","6.31","338","697","48.49"
"","Adam Capannelli","C","MON","19.332","48","14","11","13","25","38","104","13.46","0.29","0.23","0.27","0.52","0.79","2.17","13.78","0.29","843.66","17.58","1.0","0.78","0.92","1.78","2.7","7.4","0.98","18.84","17.8","52.75","49.62","3.29","54.87","62","51","6","27","22.22","5","16","31.25","3","61","4.92","453","882","51.36"
"","Taro Jentzsch","LW","SHE","18.262","43","14","11","11","25","36","81","17.28","0.33","0.26","0.26","0.58","0.84","1.88","7.95","0.18","684.1","15.91","1.23","0.96","0.96","2.19","3.16","7.1","0.7","17.96","17.76","51.57","48.18","10.94","59.77","52","35","2","9","22.22","4","14","28.57","8","58","13.79","267","599","44.57"
"","Mathieu Bizier","C","RIM/GAT","17.342","56","11","14","7","25","32","96","11.46","0.2","0.25","0.12","0.45","0.57","1.71","10.98","0.2","905.54","16.17","0.73","0.93","0.46","1.66","2.12","6.36","0.73","18.94","18.07","55.49","50.84","6.75","60.19","62","41","5","25","20.0","2","15","13.33","4","56","7.14","368","728","50.55"
"","Evan MacKinnon","C","BAT","18.538","55","10","15","4","25","29","75","13.33","0.18","0.27","0.07","0.45","0.53","1.36","7.3","0.13","1003.71","18.25","0.6","0.9","0.24","1.49","1.73","4.48","0.44","17.65","18.1","36.89","54.68","3.75","32.14","45","95","3","12","25.0","6","16","37.5","1","47","2.13","234","591","39.59"
"","Peyton Hoyt","RW","BLB/VDO","19.573","49","19","6","3","25","28","139","13.67","0.39","0.12","0.06","0.51","0.57","2.84","14.24","0.29","878.56","17.93","1.3","0.41","0.2","1.71","1.91","9.49","0.97","18.76","18.05","43.5","52.76","17.25","53.0","53","47","9","31","29.03","5","18","27.78","5","90","5.56","124","259","47.88"
"","Antoine Demers","C","BLB","19.423","56","12","13","2","25","27","94","12.77","0.21","0.23","0.04","0.45","0.48","1.68","9.87","0.18","934.21","16.68","0.77","0.83","0.13","1.61","1.73","6.04","0.63","18.13","17.98","43.17","53.81","-0.38","40.35","46","68","4","24","16.67","5","16","31.25","3","54","5.56","381","813","46.86"
"","Samuel Houde","C","CHI","18.522","52","14","10","8","24","32","117","11.97","0.27","0.19","0.15","0.46","0.62","2.25","11.4","0.22","904.65","17.4","0.93","0.66","0.53","1.59","2.12","7.76","0.76","17.51","17.56","52.4","52.79","16.59","61.54","56","35","4","24","16.67","1","17","5.88","9","76","11.84","405","874","46.34"
"","Jeremy Martin","LW","SHA","17.58","50","11","13","5","24","29","85","12.94","0.22","0.26","0.1","0.48","0.58","1.7","7.61","0.15","769.1","15.38","0.86","1.01","0.39","1.87","2.26","6.63","0.59","17.18","17.66","34.95","52.3","4.69","40.43","38","56","7","16","43.75","1","13","7.69","3","56","5.36","16","40","40.0"
"","Vincent Senez","RW","SHA","20.011","46","18","6","5","24","29","146","12.33","0.39","0.13","0.11","0.52","0.63","3.17","18.31","0.4","863.8","18.78","1.25","0.42","0.35","1.67","2.01","10.14","1.27","17.51","18.05","37.6","50.59","12.07","45.69","53","63","12","30","40.0","3","28","10.71","3","88","3.41","177","356","49.72"
"","Ethan Crossman","LW","BAT/BAC","19.51","39","13","11","3","24","27","105","12.38","0.33","0.28","0.08","0.62","0.69","2.69","9.12","0.23","653.11","16.75","1.19","1.01","0.28","2.2","2.48","9.65","0.84","18.94","17.46","49.89","50.87","5.58","55.84","43","34","2","13","15.38","5","17","29.41","6","75","8.0","13","31","41.94"
"","Justin Barron","D","HAL","16.833","57","8","15","14","23","37","120","6.67","0.14","0.26","0.25","0.4","0.65","2.11","3.68","0.06","1146.05","20.11","0.42","0.79","0.73","1.2","1.94","6.28","0.19","17.23","17.65","65.9","48.66","2.63","66.94","81","40","0","4","0.0","3","5","60.0","5","111","4.5","0","0","0.0"
"","Metis Roelens","C","GAT","18.152","54","15","8","14","23","37","77","19.48","0.28","0.15","0.26","0.43","0.69","1.43","9.47","0.18","958.38","17.75","0.94","0.5","0.88","1.44","2.32","4.82","0.59","19.36","18.17","49.76","50.56","4.06","48.76","59","62","6","22","27.27","4","13","30.77","5","42","11.9","295","579","50.95"
"","Valentin Nussbaumer","C","SHA","17.972","47","16","7","11","23","34","88","18.18","0.34","0.15","0.23","0.49","0.72","1.87","10.23","0.22","828.01","17.62","1.16","0.51","0.8","1.67","2.46","6.38","0.74","17.62","18.0","38.26","53.15","18.39","46.96","54","61","8","19","42.11","3","20","15.0","5","49","10.2","177","420","42.14"
"","Jeremy Michel","RW","VDO","17.372","53","13","10","8","23","31","110","11.82","0.25","0.19","0.15","0.43","0.58","2.08","9.37","0.18","839.52","15.84","0.93","0.71","0.57","1.64","2.22","7.86","0.67","18.4","17.97","39.2","52.51","11.23","45.83","44","52","3","15","20.0","6","11","54.55","4","84","4.76","9","18","50.0"
"","Jeremy Manseau","C","SHA","20.271","44","13","10","7","23","30","105","12.38","0.3","0.23","0.16","0.52","0.68","2.39","12.04","0.27","750.45","17.06","1.04","0.8","0.56","1.84","2.4","8.39","0.96","17.55","18.03","38.01","53.28","13.08","44.68","42","52","5","22","22.73","3","11","27.27","5","72","6.94","173","280","61.79"
"","Shawn Element","LW","BAC","18.396","53","14","9","4","23","27","132","10.61","0.26","0.17","0.08","0.43","0.51","2.49","10.1","0.19","744.44","14.05","1.13","0.73","0.32","1.85","2.18","10.64","0.81","17.08","17.22","56.73","49.82","-7.01","57.89","44","32","4","16","25.0","5","22","22.73","5","94","5.32","117","230","50.87"
"","Matthew Grouchy","LW","QUE","18.823","48","11","11","12","22","34","117","9.4","0.23","0.23","0.25","0.46","0.71","2.44","12.49","0.26","865.42","18.03","0.76","0.76","0.83","1.53","2.36","8.11","0.87","19.29","17.84","47.54","52.08","4.02","50.0","45","45","3","20","15.0","2","24","8.33","6","73","8.22","15","31","48.39"
"","Patrick Guay","C","SHE","16.381","42","14","8","8","22","30","100","14.0","0.33","0.19","0.19","0.52","0.71","2.38","11.78","0.28","674.73","16.06","1.24","0.71","0.71","1.96","2.67","8.89","1.05","18.16","17.99","52.59","51.64","3.87","52.44","43","39","7","22","31.82","2","19","10.53","5","59","8.47","242","504","48.02"
"","Joel Bishop","LW","HAL","19.36","47","10","12","6","22","28","70","14.29","0.21","0.26","0.13","0.47","0.6","1.49","8.06","0.17","623.39","13.26","0.96","1.15","0.58","2.12","2.69","6.74","0.78","17.95","17.22","63.86","47.74","-8.04","59.02","36","25","4","20","20.0","3","15","20.0","3","35","8.57","46","85","54.12"
"","Nicholas Deakin-Poot","RW","SNB","19.631","47","14","8","2","22","24","95","14.74","0.3","0.17","0.04","0.47","0.51","2.02","9.38","0.2","792.56","16.86","1.06","0.61","0.15","1.67","1.82","7.19","0.71","18.14","18.02","34.31","56.39","-0.98","33.03","36","73","7","26","26.92","1","14","7.14","6","55","10.91","336","698","48.14"
"","Xavier Bouchard","D","BAC","18.547","48","5","16","17","21","38","103","4.85","0.1","0.33","0.35","0.44","0.79","2.15","3.43","0.07","1088.1","22.67","0.28","0.88","0.94","1.16","2.1","5.68","0.19","17.58","17.62","61.53","48.77","-3.32","61.15","85","54","1","2","50.0","1","3","33.33","3","98","3.06","0","0","0.0"
"","Cedric Desruisseaux","LW","DRU","18.536","51","19","2","10","21","31","150","12.67","0.37","0.04","0.2","0.41","0.61","2.94","14.93","0.29","710.72","13.94","1.6","0.17","0.84","1.77","2.62","12.66","1.26","18.15","17.68","66.18","46.06","16.17","77.78","56","16","4","19","21.05","6","34","17.65","9","97","9.28","8","17","47.06"
"","Xavier Parent","LW","HAL","17.482","56","13","8","7","21","28","112","11.61","0.23","0.14","0.12","0.38","0.5","2.0","13.69","0.24","803.7","14.35","0.97","0.6","0.52","1.57","2.09","8.36","1.02","18.76","17.48","67.09","47.01","-5.47","60.49","49","32","5","21","23.81","4","26","15.38","4","65","6.15","2","10","20.0"
"","Pier-Olivier Lacombe","D","QUE/GAT","19.146","51","10","11","7","21","28","149","6.71","0.2","0.22","0.14","0.41","0.55","2.92","8.57","0.17","1177.77","23.09","0.51","0.56","0.36","1.07","1.43","7.59","0.44","17.43","17.57","49.39","53.58","-0.11","45.45","50","60","0","3","0.0","1","5","20.0","9","141","6.38","0","0","0.0"
"","Tyler Hylland","LW","BLB/BAC","20.403","57","15","6","7","21","28","139","10.79","0.26","0.11","0.12","0.37","0.49","2.44","13.81","0.24","928.0","16.28","0.97","0.39","0.45","1.36","1.81","8.99","0.89","17.54","17.84","51.88","52.96","-4.95","45.22","52","63","5","29","17.24","3","22","13.64","7","88","7.95","209","410","50.98"
"","Brady Burns","C","SNB","16.304","54","10","11","6","21","27","87","11.49","0.19","0.2","0.11","0.39","0.5","1.61","9.62","0.18","796.77","14.76","0.75","0.83","0.45","1.58","2.03","6.55","0.72","17.93","17.63","34.33","54.33","10.68","39.58","38","58","5","17","29.41","2","20","10.0","3","50","6.0","183","434","42.17"
"","Christian Huntley","D","MON/QUE","19.54","56","5","16","2","21","23","123","4.07","0.09","0.29","0.04","0.38","0.41","2.2","5.47","0.1","1090.48","19.47","0.28","0.88","0.11","1.16","1.27","6.77","0.3","17.57","17.64","50.31","49.4","-6.32","45.36","44","53","0","2","0.0","0","1","0.0","5","120","4.17","0","2","0.0"
"","Patrick Kyte","D","HAL","19.467","56","8","12","12","20","32","82","9.76","0.14","0.21","0.21","0.36","0.57","1.46","4.14","0.07","1055.71","18.85","0.45","0.68","0.68","1.14","1.82","4.66","0.24","17.04","17.69","66.27","49.53","-10.16","58.18","64","46","1","5","20.0","2","7","28.57","5","70","7.14","0","0","0.0"
"","Christopher Merisier-Ortiz","D","BAC","17.66","54","5","15","10","20","30","57","8.77","0.09","0.28","0.19","0.37","0.56","1.06","1.71","0.03","942.48","17.45","0.32","0.95","0.64","1.27","1.91","3.63","0.11","17.68","17.62","63.42","50.46","5.56","65.35","66","35","0","0","0.0","1","3","33.33","4","54","7.41","1","2","50.0"
"","Edouard St-Laurent","RW","SHE/QUE","18.448","52","14","6","9","20","29","130","10.77","0.27","0.12","0.17","0.38","0.56","2.5","15.02","0.29","795.37","15.3","1.06","0.45","0.68","1.51","2.19","9.81","1.13","17.81","17.59","50.92","48.58","9.12","57.69","45","33","6","24","25.0","2","25","8.0","6","81","7.41","11","25","44.0"
"","Yann-Felix Lapointe","D","SHE","19.212","56","9","11","7","20","27","98","9.18","0.16","0.2","0.12","0.36","0.48","1.75","3.66","0.07","1148.98","20.52","0.47","0.57","0.37","1.04","1.41","5.12","0.19","17.15","18.06","53.14","52.46","-7.85","45.93","62","73","1","3","33.33","1","4","25.0","7","91","7.69","0","0","0.0"
"","Yan Dion","RW","VDO","20.365","51","13","7","5","20","25","84","15.48","0.25","0.14","0.1","0.39","0.49","1.65","9.38","0.18","886.7","17.39","0.88","0.47","0.34","1.35","1.69","5.68","0.63","18.84","18.01","41.31","52.47","11.86","46.09","53","62","7","17","41.18","3","11","27.27","3","56","5.36","34","76","44.74"
"","Charles-Antoine Roy","C","GAT","19.573","45","14","6","5","20","25","90","15.56","0.31","0.13","0.11","0.44","0.56","2.0","9.2","0.2","725.72","16.13","1.16","0.5","0.41","1.65","2.07","7.44","0.76","18.87","17.95","47.8","55.26","6.71","52.56","41","37","6","13","46.15","5","18","27.78","3","59","5.08","42","77","54.55"
"","Charles-Antoine Giguere","LW","MON/BLB","19.371","54","13","7","5","20","25","99","13.13","0.24","0.13","0.09","0.37","0.46","1.83","11.0","0.2","802.55","14.86","0.97","0.52","0.37","1.5","1.87","7.4","0.82","18.1","17.66","46.75","50.97","-0.79","46.75","36","41","5","21","23.81","4","21","19.05","4","57","7.02","2","17","11.76"
"","Brooklyn Kalmikov","LW","CAP","17.402","52","16","4","2","20","22","93","17.2","0.31","0.08","0.04","0.38","0.42","1.79","11.18","0.21","725.56","13.95","1.32","0.33","0.17","1.65","1.82","7.69","0.92","17.69","17.79","56.47","50.94","-0.99","55.88","38","30","3","18","16.67","7","15","46.67","6","60","10.0","224","450","49.78"
"","Shaun Miller","RW","CAP","19.283","54","10","9","11","19","30","88","11.36","0.19","0.17","0.2","0.35","0.56","1.63","7.74","0.14","804.7","14.9","0.75","0.67","0.82","1.42","2.24","6.56","0.58","17.47","17.56","52.54","49.2","-8.16","50.59","43","42","5","13","38.46","3","15","20.0","2","60","3.33","13","40","32.5"
"","Benjamin Gagne","D","QUE/SNB","19.899","57","8","11","11","19","30","140","5.71","0.14","0.19","0.19","0.33","0.53","2.46","7.56","0.13","1353.45","23.74","0.35","0.49","0.49","0.84","1.33","6.21","0.33","17.6","18.0","44.07","54.07","2.71","44.74","68","84","2","8","25.0","0","9","0.0","6","123","4.88","0","0","0.0"
"","Marc-Andre LeCouffe","C","BAT","19.253","54","11","8","6","19","25","82","13.41","0.2","0.15","0.11","0.35","0.46","1.52","7.26","0.13","855.8","15.85","0.77","0.56","0.42","1.33","1.75","5.75","0.51","17.49","17.79","34.32","52.87","11.23","37.62","38","63","5","15","33.33","3","17","17.65","3","50","6.0","243","501","48.5"
"","Elliot Desnoyers","C","MON","16.649","50","10","9","6","19","25","69","14.49","0.2","0.18","0.12","0.38","0.5","1.38","9.52","0.19","654.25","13.08","0.92","0.83","0.55","1.74","2.29","6.33","0.87","19.28","17.63","54.74","47.24","14.9","66.15","43","22","5","23","21.74","1","12","8.33","4","34","11.76","41","78","52.56"
"","William Poirier","RW","SNB","18.84","54","13","6","6","19","25","95","13.68","0.24","0.11","0.11","0.35","0.46","1.76","10.76","0.2","963.53","17.84","0.81","0.37","0.37","1.18","1.56","5.92","0.67","18.01","17.91","35.19","54.63","-2.6","30.99","44","98","6","25","24.0","3","14","21.43","4","56","7.14","78","164","47.56"
"","Darien Kielb","D","GAT","19.497","54","4","15","6","19","25","98","4.08","0.07","0.28","0.11","0.35","0.46","1.81","4.5","0.08","1328.3","24.6","0.18","0.68","0.27","0.86","1.13","4.43","0.2","17.89","18.21","50.28","52.7","5.48","49.06","78","81","2","4","50.0","2","9","22.22","0","85","0.0","0","1","0.0"
"","Bailey Peach","RW","SHE","17.523","42","9","10","6","19","25","92","9.78","0.21","0.24","0.14","0.45","0.6","2.19","7.74","0.18","620.92","14.78","0.87","0.97","0.58","1.84","2.42","8.89","0.75","17.9","17.94","52.27","49.36","12.3","60.56","43","28","1","8","12.5","3","20","15.0","5","64","7.81","2","5","40.0"
"","Jonathan Aspirot","D","MON","19.335","46","10","9","6","19","25","93","10.75","0.22","0.2","0.13","0.41","0.54","2.02","7.57","0.16","1027.88","22.35","0.58","0.53","0.35","1.11","1.46","5.43","0.44","18.02","17.84","54.83","49.69","-5.2","51.15","67","64","3","10","30.0","2","7","28.57","5","76","6.58","2","2","100.0"
"","Remy Anglehart","C","BLB/DRU","19.242","44","10","9","1","19","20","60","16.67","0.23","0.2","0.02","0.43","0.45","1.36","6.43","0.15","615.87","14.0","0.97","0.88","0.1","1.85","1.95","5.85","0.63","17.71","17.5","50.65","52.55","-16.5","42.86","27","36","5","10","50.0","1","13","7.69","4","37","10.81","222","429","51.75"
"","Ryan DaSilva","D","SHE","20.474","56","8","10","22","18","40","169","4.73","0.14","0.18","0.39","0.32","0.71","3.02","6.88","0.12","1234.39","22.04","0.39","0.49","1.07","0.87","1.94","8.21","0.33","17.1","17.89","52.95","48.93","6.75","55.32","78","63","1","2","50.0","0","6","0.0","7","161","4.35","1","3","33.33"
"","Ivan Kozlov","LW","VDO","19.475","52","11","7","12","18","30","102","10.78","0.21","0.13","0.23","0.35","0.58","1.96","10.37","0.2","879.08","16.91","0.75","0.48","0.82","1.23","2.05","6.96","0.71","18.81","17.77","41.11","52.39","18.21","50.45","56","55","5","22","22.73","4","16","25.0","2","64","3.12","19","39","48.72"
"","Theo Rochette","C","CHI","16.567","47","10","8","11","18","29","77","12.99","0.21","0.17","0.23","0.38","0.62","1.64","7.41","0.16","699.37","14.88","0.86","0.69","0.94","1.54","2.49","6.61","0.64","17.97","17.32","52.89","51.98","13.48","61.54","40","25","2","15","13.33","3","14","21.43","5","48","10.42","307","678","45.28"
"","Lukas Cormier","D","CHA","16.471","51","11","7","9","18","27","103","10.68","0.22","0.14","0.18","0.35","0.53","2.02","5.37","0.11","1086.78","21.31","0.61","0.39","0.5","0.99","1.49","5.69","0.3","17.27","17.84","55.84","49.13","12.77","60.34","70","46","2","4","50.0","0","2","0.0","9","97","9.28","0","0","0.0"
"","Gabriel Proulx","C","CAP","19.48","52","12","6","9","18","27","87","13.79","0.23","0.12","0.17","0.35","0.52","1.67","8.76","0.17","777.88","14.96","0.93","0.46","0.69","1.39","2.08","6.71","0.68","17.53","17.65","53.81","49.34","-8.04","52.44","43","39","2","21","9.52","5","16","31.25","5","50","10.0","118","263","44.87"
"","Jacob Hudson","C","MON","17.785","48","9","9","8","18","26","103","8.74","0.19","0.19","0.17","0.38","0.54","2.15","8.43","0.18","739.34","15.4","0.73","0.73","0.65","1.46","2.11","8.36","0.68","18.89","17.87","54.36","49.61","-1.71","53.57","45","39","3","18","16.67","2","11","18.18","4","74","5.41","144","265","54.34"
"","Conor Frenette","LW","VIC","17.558","57","11","7","7","18","25","70","15.71","0.19","0.12","0.12","0.32","0.44","1.23","7.88","0.14","933.99","16.39","0.71","0.45","0.45","1.16","1.61","4.5","0.51","17.68","17.61","46.78","53.71","-1.19","44.55","45","56","2","10","20.0","5","18","27.78","4","42","9.52","114","320","35.62"
"","Filip Prikryl","C","SNB","17.454","56","9","9","3","18","21","89","10.11","0.16","0.16","0.05","0.32","0.38","1.59","11.71","0.21","809.48","14.46","0.67","0.67","0.22","1.33","1.56","6.6","0.87","17.84","17.69","34.26","55.83","1.89","33.68","32","63","5","22","22.73","3","22","13.64","1","45","2.22","193","392","49.23"
"","Sean Larochelle","D","VIC","17.591","57","6","12","3","18","21","86","6.98","0.11","0.21","0.05","0.32","0.37","1.51","4.52","0.08","1019.35","17.88","0.35","0.71","0.18","1.06","1.24","5.06","0.27","17.57","17.82","49.77","51.84","25.11","64.2","52","29","1","2","50.0","1","7","14.29","4","77","5.19","2","2","100.0"
"","Leon Denny","D","SHA","18.703","54","5","12","17","17","34","106","4.72","0.09","0.22","0.31","0.31","0.63","1.96","6.91","0.13","1228.77","22.75","0.24","0.59","0.83","0.83","1.66","5.18","0.34","16.48","17.93","38.91","52.51","7.14","39.38","63","97","1","3","33.33","0","0","0.0","4","103","3.88","0","0","0.0"
"","Gregory Kreutzer","D","DRU","18.311","52","3","14","12","17","29","54","5.56","0.06","0.27","0.23","0.33","0.56","1.04","2.92","0.06","909.27","17.49","0.2","0.92","0.79","1.12","1.91","3.56","0.19","17.3","17.82","67.04","49.22","3.96","68.27","71","33","0","4","0.0","0","3","0.0","3","47","6.38","0","0","0.0"
"","Artemi Kniazev","D","CHI","17.695","43","10","7","9","17","26","99","10.1","0.23","0.16","0.21","0.4","0.6","2.3","6.72","0.16","873.4","20.31","0.69","0.48","0.62","1.17","1.79","6.8","0.46","16.88","17.8","53.73","52.58","17.65","64.47","49","27","3","8","37.5","1","5","20.0","6","86","6.98","0","0","0.0"
"","Sam Dunn","D","QUE","20.515","52","9","8","7","17","24","89","10.11","0.17","0.15","0.13","0.33","0.46","1.71","4.4","0.08","1363.96","26.23","0.4","0.35","0.31","0.75","1.06","3.92","0.19","17.52","18.24","49.71","53.03","7.46","50.63","80","78","1","3","33.33","1","2","50.0","7","84","8.33","0","0","0.0"
"","Anthony Poulin","C","BLB/VIC","19.056","56","9","8","7","17","24","74","12.16","0.16","0.14","0.12","0.3","0.43","1.32","8.46","0.15","865.68","15.46","0.62","0.55","0.49","1.18","1.66","5.13","0.59","17.95","18.01","45.23","54.18","6.96","51.16","44","42","4","18","22.22","2","12","16.67","3","44","6.82","240","509","47.15"
"","Cole Rafuse","RW","BAT","19.694","54","10","7","5","17","22","87","11.49","0.19","0.13","0.09","0.31","0.41","1.61","9.97","0.18","940.87","17.42","0.64","0.45","0.32","1.08","1.4","5.55","0.64","17.91","18.24","38.16","53.49","-2.5","28.93","35","86","7","19","36.84","1","12","8.33","2","56","3.57","377","740","50.95"
"","Iaroslav Likhachev","RW","GAT","17.035","45","11","6","1","17","18","89","12.36","0.24","0.13","0.02","0.38","0.4","1.98","9.8","0.22","669.45","14.88","0.99","0.54","0.09","1.52","1.61","7.98","0.88","18.34","17.49","49.5","46.78","3.84","48.48","32","34","5","19","26.32","5","18","27.78","1","52","1.92","14","43","32.56"
"","Samuel Bolduc","D","BLB","17.766","53","6","10","10","16","26","129","4.65","0.11","0.19","0.19","0.3","0.49","2.43","5.41","0.1","1173.57","22.14","0.31","0.51","0.51","0.82","1.33","6.6","0.28","17.09","17.83","45.03","55.31","3.09","42.06","53","73","0","8","0.0","0","5","0.0","6","116","5.17","0","0","0.0"
"","Maxence Guenette","D","VDO","17.383","57","6","10","9","16","25","84","7.14","0.11","0.18","0.16","0.28","0.44","1.47","4.37","0.08","1142.58","20.05","0.32","0.53","0.47","0.84","1.31","4.41","0.23","16.84","17.93","38.63","54.06","-10.61","31.25","40","88","0","1","0.0","1","4","25.0","5","79","6.33","0","0","0.0"
"","Radim Salda","D","RIM","19.573","37","6","10","8","16","24","72","8.33","0.16","0.27","0.22","0.43","0.65","1.95","3.54","0.1","731.45","19.77","0.49","0.82","0.66","1.31","1.97","5.91","0.29","16.93","17.97","64.31","47.96","-0.49","62.5","45","27","1","2","50.0","1","4","25.0","4","66","6.06","0","0","0.0"
