,Stat 1,Stat 2,Stat 3,Stat 4,Cluster,Slope,R-Squared
460,G,A1,G/GP,xG,0,-0.387,0.333
461,G,A1,G/GP,xG,1,-0.387,0.333
462,G,A1,G/GP,xG,2,-0.387,0.333
463,G,A1,G/GP,xG,3,-0.387,0.333
424,G,A1,Sh%,LD Sh%,0,-0.293,0.331
425,G,A1,Sh%,LD Sh%,1,-0.293,0.331
426,G,A1,Sh%,LD Sh%,2,-0.293,0.331
427,G,A1,Sh%,LD Sh%,3,-0.293,0.331
292,G,A1,Sh,P1/GP,0,-0.364,0.329
293,G,A1,Sh,P1/GP,1,-0.364,0.329
294,G,A1,Sh,P1/GP,2,-0.364,0.329
295,G,A1,Sh,P1/GP,3,-0.364,0.329
456,G,A1,G/GP,Sh/GP,0,-0.365,0.325
457,G,A1,G/GP,Sh/GP,1,-0.365,0.325
458,G,A1,G/GP,Sh/GP,2,-0.365,0.325
459,G,A1,G/GP,Sh/GP,3,-0.365,0.325
100,G,A1,P1,Sh,0,-0.359,0.323
101,G,A1,P1,Sh,1,-0.359,0.323
102,G,A1,P1,Sh,2,-0.359,0.323
103,G,A1,P1,Sh,3,-0.359,0.323
392,G,A1,Sh%,HD G,0,-0.279,0.32
393,G,A1,Sh%,HD G,1,-0.279,0.32
394,G,A1,Sh%,HD G,2,-0.279,0.32
395,G,A1,Sh%,HD G,3,-0.279,0.32
788,G,A1,Sh/GP,HD G,0,-0.345,0.319
789,G,A1,Sh/GP,HD G,1,-0.345,0.319
790,G,A1,Sh/GP,HD G,2,-0.345,0.319
791,G,A1,Sh/GP,HD G,3,-0.345,0.319
792,G,A1,Sh/GP,HD Sh,0,-0.345,0.319
793,G,A1,Sh/GP,HD Sh,1,-0.345,0.319
794,G,A1,Sh/GP,HD Sh,2,-0.345,0.319
795,G,A1,Sh/GP,HD Sh,3,-0.345,0.319
800,G,A1,Sh/GP,MD G,0,-0.345,0.319
801,G,A1,Sh/GP,MD G,1,-0.345,0.319
802,G,A1,Sh/GP,MD G,2,-0.345,0.319
803,G,A1,Sh/GP,MD G,3,-0.345,0.319
804,G,A1,Sh/GP,MD Sh,0,-0.345,0.319
805,G,A1,Sh/GP,MD Sh,1,-0.345,0.319
806,G,A1,Sh/GP,MD Sh,2,-0.345,0.319
807,G,A1,Sh/GP,MD Sh,3,-0.345,0.319
812,G,A1,Sh/GP,LD G,0,-0.345,0.319
813,G,A1,Sh/GP,LD G,1,-0.345,0.319
814,G,A1,Sh/GP,LD G,2,-0.345,0.319
815,G,A1,Sh/GP,LD G,3,-0.345,0.319
816,G,A1,Sh/GP,LD Sh,0,-0.345,0.319
817,G,A1,Sh/GP,LD Sh,1,-0.345,0.319
818,G,A1,Sh/GP,LD Sh,2,-0.345,0.319
819,G,A1,Sh/GP,LD Sh,3,-0.345,0.319
1180,G,A1,LD Sh%,FOT,0,0.627,0.317
1181,G,A1,LD Sh%,FOT,1,0.627,0.317
1182,G,A1,LD Sh%,FOT,2,0.627,0.317
1183,G,A1,LD Sh%,FOT,3,0.627,0.317
796,G,A1,Sh/GP,HD Sh%,0,-0.398,0.316
797,G,A1,Sh/GP,HD Sh%,1,-0.398,0.316
798,G,A1,Sh/GP,HD Sh%,2,-0.398,0.316
799,G,A1,Sh/GP,HD Sh%,3,-0.398,0.316
1188,G,A1,FOW,FOT,0,-0.436,0.315
1189,G,A1,FOW,FOT,1,-0.436,0.315
1190,G,A1,FOW,FOT,2,-0.436,0.315
1191,G,A1,FOW,FOT,3,-0.436,0.315
408,G,A1,Sh%,MD Sh,0,-0.289,0.311
409,G,A1,Sh%,MD Sh,1,-0.289,0.311
410,G,A1,Sh%,MD Sh,2,-0.289,0.311
411,G,A1,Sh%,MD Sh,3,-0.289,0.311
1040,G,A1,HD Sh%,LD Sh%,0,-0.38,0.311
1041,G,A1,HD Sh%,LD Sh%,1,-0.38,0.311
1042,G,A1,HD Sh%,LD Sh%,2,-0.38,0.311
1043,G,A1,HD Sh%,LD Sh%,3,-0.38,0.311
972,G,A1,HD G,FOT,0,-0.385,0.293
973,G,A1,HD G,FOT,1,-0.385,0.293
974,G,A1,HD G,FOT,2,-0.385,0.293
975,G,A1,HD G,FOT,3,-0.385,0.293
1012,G,A1,HD Sh,FOT,0,-0.385,0.293
1013,G,A1,HD Sh,FOT,1,-0.385,0.293
1014,G,A1,HD Sh,FOT,2,-0.385,0.293
1015,G,A1,HD Sh,FOT,3,-0.385,0.293
1080,G,A1,MD G,FOT,0,-0.385,0.293
1081,G,A1,MD G,FOT,1,-0.385,0.293
1082,G,A1,MD G,FOT,2,-0.385,0.293
1083,G,A1,MD G,FOT,3,-0.385,0.293
1108,G,A1,MD Sh,FOT,0,-0.385,0.293
1109,G,A1,MD Sh,FOT,1,-0.385,0.293
1110,G,A1,MD Sh,FOT,2,-0.385,0.293
1111,G,A1,MD Sh,FOT,3,-0.385,0.293
1152,G,A1,LD G,FOT,0,-0.385,0.293
1153,G,A1,LD G,FOT,1,-0.385,0.293
1154,G,A1,LD G,FOT,2,-0.385,0.293
1155,G,A1,LD G,FOT,3,-0.385,0.293
1168,G,A1,LD Sh,FOT,0,-0.385,0.293
1169,G,A1,LD Sh,FOT,1,-0.385,0.293
1170,G,A1,LD Sh,FOT,2,-0.385,0.293
1171,G,A1,LD Sh,FOT,3,-0.385,0.293
452,G,A1,G/GP,P/GP,0,-0.33,0.292
453,G,A1,G/GP,P/GP,1,-0.33,0.292
454,G,A1,G/GP,P/GP,2,-0.33,0.292
455,G,A1,G/GP,P/GP,3,-0.33,0.292
680,G,A1,P1/GP,HD Sh%,0,-0.428,0.288
681,G,A1,P1/GP,HD Sh%,1,-0.428,0.288
682,G,A1,P1/GP,HD Sh%,2,-0.428,0.288
683,G,A1,P1/GP,HD Sh%,3,-0.428,0.288
284,G,A1,Sh,A1/GP,0,-0.358,0.285
285,G,A1,Sh,A1/GP,1,-0.358,0.285
286,G,A1,Sh,A1/GP,2,-0.358,0.285
287,G,A1,Sh,A1/GP,3,-0.358,0.285
1044,G,A1,HD Sh%,FOW,0,-0.398,0.279
1045,G,A1,HD Sh%,FOW,1,-0.398,0.279
1046,G,A1,HD Sh%,FOW,2,-0.398,0.279
1047,G,A1,HD Sh%,FOW,3,-0.398,0.279
1048,G,A1,HD Sh%,FOT,0,-0.401,0.274
1049,G,A1,HD Sh%,FOT,1,-0.401,0.274
1050,G,A1,HD Sh%,FOT,2,-0.401,0.274
1051,G,A1,HD Sh%,FOT,3,-0.401,0.274
560,G,A1,A1/GP,MD Sh%,0,-0.294,0.272
561,G,A1,A1/GP,MD Sh%,1,-0.294,0.272
562,G,A1,A1/GP,MD Sh%,2,-0.294,0.272
563,G,A1,A1/GP,MD Sh%,3,-0.294,0.272
288,G,A1,Sh,A2/GP,0,-0.388,0.263
289,G,A1,Sh,A2/GP,1,-0.388,0.263
290,G,A1,Sh,A2/GP,2,-0.388,0.263
291,G,A1,Sh,A2/GP,3,-0.388,0.263
752,G,A1,P/GP,MD Sh%,0,-0.283,0.262
753,G,A1,P/GP,MD Sh%,1,-0.283,0.262
754,G,A1,P/GP,MD Sh%,2,-0.283,0.262
755,G,A1,P/GP,MD Sh%,3,-0.283,0.262
1136,G,A1,MD Sh%,FOW%,0,-0.339,0.262
1137,G,A1,MD Sh%,FOW%,1,-0.339,0.262
1138,G,A1,MD Sh%,FOW%,2,-0.339,0.262
1139,G,A1,MD Sh%,FOW%,3,-0.339,0.262
784,G,A1,Sh/GP,xG/GP,0,-0.349,0.262
785,G,A1,Sh/GP,xG/GP,1,-0.349,0.262
786,G,A1,Sh/GP,xG/GP,2,-0.349,0.262
787,G,A1,Sh/GP,xG/GP,3,-0.349,0.262
148,G,A1,P1,HD Sh%,0,-0.389,0.261
149,G,A1,P1,HD Sh%,1,-0.389,0.261
150,G,A1,P1,HD Sh%,2,-0.389,0.261
151,G,A1,P1,HD Sh%,3,-0.389,0.261
952,G,A1,HD G,MD Sh%,0,-0.272,0.259
953,G,A1,HD G,MD Sh%,1,-0.272,0.259
954,G,A1,HD G,MD Sh%,2,-0.272,0.259
955,G,A1,HD G,MD Sh%,3,-0.272,0.259
992,G,A1,HD Sh,MD Sh%,0,-0.272,0.259
993,G,A1,HD Sh,MD Sh%,1,-0.272,0.259
994,G,A1,HD Sh,MD Sh%,2,-0.272,0.259
995,G,A1,HD Sh,MD Sh%,3,-0.272,0.259
1060,G,A1,MD G,MD Sh%,0,-0.272,0.259
1061,G,A1,MD G,MD Sh%,1,-0.272,0.259
1062,G,A1,MD G,MD Sh%,2,-0.272,0.259
1063,G,A1,MD G,MD Sh%,3,-0.272,0.259
1088,G,A1,MD Sh,MD Sh%,0,-0.272,0.259
1089,G,A1,MD Sh,MD Sh%,1,-0.272,0.259
1090,G,A1,MD Sh,MD Sh%,2,-0.272,0.259
1091,G,A1,MD Sh,MD Sh%,3,-0.272,0.259
1116,G,A1,MD Sh%,LD G,0,-0.272,0.259
1117,G,A1,MD Sh%,LD G,1,-0.272,0.259
1118,G,A1,MD Sh%,LD G,2,-0.272,0.259
1119,G,A1,MD Sh%,LD G,3,-0.272,0.259
1120,G,A1,MD Sh%,LD Sh,0,-0.272,0.259
1121,G,A1,MD Sh%,LD Sh,1,-0.272,0.259
1122,G,A1,MD Sh%,LD Sh,2,-0.272,0.259
1123,G,A1,MD Sh%,LD Sh,3,-0.272,0.259
628,G,A1,A2/GP,MD Sh%,0,-0.291,0.259
629,G,A1,A2/GP,MD Sh%,1,-0.291,0.259
630,G,A1,A2/GP,MD Sh%,2,-0.291,0.259
631,G,A1,A2/GP,MD Sh%,3,-0.291,0.259
68,G,A1,A2,MD Sh%,0,-0.297,0.258
69,G,A1,A2,MD Sh%,1,-0.297,0.258
70,G,A1,A2,MD Sh%,2,-0.297,0.258
71,G,A1,A2,MD Sh%,3,-0.297,0.258
692,G,A1,P1/GP,MD Sh%,0,-0.275,0.249
693,G,A1,P1/GP,MD Sh%,1,-0.275,0.249
694,G,A1,P1/GP,MD Sh%,2,-0.275,0.249
695,G,A1,P1/GP,MD Sh%,3,-0.275,0.249
720,G,A1,P/GP,Sh/GP,0,0.476,0.239
721,G,A1,P/GP,Sh/GP,1,0.476,0.239
722,G,A1,P/GP,Sh/GP,2,0.476,0.239
723,G,A1,P/GP,Sh/GP,3,0.476,0.239
344,G,A1,Sh,LD Sh%,0,0.39,0.234
345,G,A1,Sh,LD Sh%,1,0.39,0.234
346,G,A1,Sh,LD Sh%,2,0.39,0.234
347,G,A1,Sh,LD Sh%,3,0.39,0.234
332,G,A1,Sh,MD Sh%,0,-0.264,0.208
333,G,A1,Sh,MD Sh%,1,-0.264,0.208
334,G,A1,Sh,MD Sh%,2,-0.264,0.208
335,G,A1,Sh,MD Sh%,3,-0.264,0.208
908,G,A1,xG/GP,MD Sh%,0,-0.25,0.204
909,G,A1,xG/GP,MD Sh%,1,-0.25,0.204
910,G,A1,xG/GP,MD Sh%,2,-0.25,0.204
911,G,A1,xG/GP,MD Sh%,3,-0.25,0.204
304,G,A1,Sh,xG,0,-0.321,0.202
305,G,A1,Sh,xG,1,-0.321,0.202
306,G,A1,Sh,xG,2,-0.321,0.202
307,G,A1,Sh,xG,3,-0.321,0.202
540,G,A1,A1/GP,HD G,0,0.342,0.181
541,G,A1,A1/GP,HD G,1,0.342,0.181
542,G,A1,A1/GP,HD G,2,0.342,0.181
543,G,A1,A1/GP,HD G,3,0.342,0.181
544,G,A1,A1/GP,HD Sh,0,0.342,0.181
545,G,A1,A1/GP,HD Sh,1,0.342,0.181
546,G,A1,A1/GP,HD Sh,2,0.342,0.181
547,G,A1,A1/GP,HD Sh,3,0.342,0.181
552,G,A1,A1/GP,MD G,0,0.342,0.181
553,G,A1,A1/GP,MD G,1,0.342,0.181
554,G,A1,A1/GP,MD G,2,0.342,0.181
555,G,A1,A1/GP,MD G,3,0.342,0.181
556,G,A1,A1/GP,MD Sh,0,0.342,0.181
557,G,A1,A1/GP,MD Sh,1,0.342,0.181
558,G,A1,A1/GP,MD Sh,2,0.342,0.181
559,G,A1,A1/GP,MD Sh,3,0.342,0.181
564,G,A1,A1/GP,LD G,0,0.342,0.181
565,G,A1,A1/GP,LD G,1,0.342,0.181
566,G,A1,A1/GP,LD G,2,0.342,0.181
567,G,A1,A1/GP,LD G,3,0.342,0.181
568,G,A1,A1/GP,LD Sh,0,0.342,0.181
569,G,A1,A1/GP,LD Sh,1,0.342,0.181
570,G,A1,A1/GP,LD Sh,2,0.342,0.181
571,G,A1,A1/GP,LD Sh,3,0.342,0.181
468,G,A1,G/GP,HD G,0,0.337,0.177
469,G,A1,G/GP,HD G,1,0.337,0.177
470,G,A1,G/GP,HD G,2,0.337,0.177
471,G,A1,G/GP,HD G,3,0.337,0.177
472,G,A1,G/GP,HD Sh,0,0.337,0.177
473,G,A1,G/GP,HD Sh,1,0.337,0.177
474,G,A1,G/GP,HD Sh,2,0.337,0.177
475,G,A1,G/GP,HD Sh,3,0.337,0.177
480,G,A1,G/GP,MD G,0,0.337,0.177
481,G,A1,G/GP,MD G,1,0.337,0.177
482,G,A1,G/GP,MD G,2,0.337,0.177
483,G,A1,G/GP,MD G,3,0.337,0.177
484,G,A1,G/GP,MD Sh,0,0.337,0.177
485,G,A1,G/GP,MD Sh,1,0.337,0.177
486,G,A1,G/GP,MD Sh,2,0.337,0.177
487,G,A1,G/GP,MD Sh,3,0.337,0.177
492,G,A1,G/GP,LD G,0,0.337,0.177
493,G,A1,G/GP,LD G,1,0.337,0.177
494,G,A1,G/GP,LD G,2,0.337,0.177
495,G,A1,G/GP,LD G,3,0.337,0.177
496,G,A1,G/GP,LD Sh,0,0.337,0.177
497,G,A1,G/GP,LD Sh,1,0.337,0.177
498,G,A1,G/GP,LD Sh,2,0.337,0.177
499,G,A1,G/GP,LD Sh,3,0.337,0.177
108,G,A1,P1,G/GP,0,0.301,0.156
109,G,A1,P1,G/GP,1,0.301,0.156
110,G,A1,P1,G/GP,2,0.301,0.156
111,G,A1,P1,G/GP,3,0.301,0.156
300,G,A1,Sh,Sh/GP,0,-0.265,0.156
301,G,A1,Sh,Sh/GP,1,-0.265,0.156
302,G,A1,Sh,Sh/GP,2,-0.265,0.156
303,G,A1,Sh,Sh/GP,3,-0.265,0.156
1028,G,A1,HD Sh%,MD Sh%,0,-0.306,0.146
1029,G,A1,HD Sh%,MD Sh%,1,-0.306,0.146
1030,G,A1,HD Sh%,MD Sh%,2,-0.306,0.146
1031,G,A1,HD Sh%,MD Sh%,3,-0.306,0.146
940,G,A1,HD G,HD Sh%,0,0.296,0.141
941,G,A1,HD G,HD Sh%,1,0.296,0.141
942,G,A1,HD G,HD Sh%,2,0.296,0.141
943,G,A1,HD G,HD Sh%,3,0.296,0.141
980,G,A1,HD Sh,HD Sh%,0,0.296,0.141
981,G,A1,HD Sh,HD Sh%,1,0.296,0.141
982,G,A1,HD Sh,HD Sh%,2,0.296,0.141
983,G,A1,HD Sh,HD Sh%,3,0.296,0.141
1020,G,A1,HD Sh%,MD G,0,0.296,0.141
1021,G,A1,HD Sh%,MD G,1,0.296,0.141
1022,G,A1,HD Sh%,MD G,2,0.296,0.141
1023,G,A1,HD Sh%,MD G,3,0.296,0.141
1024,G,A1,HD Sh%,MD Sh,0,0.296,0.141
1025,G,A1,HD Sh%,MD Sh,1,0.296,0.141
1026,G,A1,HD Sh%,MD Sh,2,0.296,0.141
1027,G,A1,HD Sh%,MD Sh,3,0.296,0.141
1032,G,A1,HD Sh%,LD G,0,0.296,0.141
1033,G,A1,HD Sh%,LD G,1,0.296,0.141
1034,G,A1,HD Sh%,LD G,2,0.296,0.141
1035,G,A1,HD Sh%,LD G,3,0.296,0.141
1036,G,A1,HD Sh%,LD Sh,0,0.296,0.141
1037,G,A1,HD Sh%,LD Sh,1,0.296,0.141
1038,G,A1,HD Sh%,LD Sh,2,0.296,0.141
1039,G,A1,HD Sh%,LD Sh,3,0.296,0.141
236,G,A1,P,HD Sh%,0,-0.308,0.134
237,G,A1,P,HD Sh%,1,-0.308,0.134
238,G,A1,P,HD Sh%,2,-0.308,0.134
239,G,A1,P,HD Sh%,3,-0.308,0.134
112,G,A1,P1,A1/GP,0,0.238,0.127
113,G,A1,P1,A1/GP,1,0.238,0.127
114,G,A1,P1,A1/GP,2,0.238,0.127
115,G,A1,P1,A1/GP,3,0.238,0.127
764,G,A1,P/GP,LD Sh%,0,0.25,0.125
765,G,A1,P/GP,LD Sh%,1,0.25,0.125
766,G,A1,P/GP,LD Sh%,2,0.25,0.125
767,G,A1,P/GP,LD Sh%,3,0.25,0.125
248,G,A1,P,MD Sh%,0,-0.328,0.117
249,G,A1,P,MD Sh%,1,-0.328,0.117
250,G,A1,P,MD Sh%,2,-0.328,0.117
251,G,A1,P,MD Sh%,3,-0.328,0.117
328,G,A1,Sh,MD Sh,0,0.184,0.115
329,G,A1,Sh,MD Sh,1,0.184,0.115
330,G,A1,Sh,MD Sh,2,0.184,0.115
331,G,A1,Sh,MD Sh,3,0.184,0.115
884,G,A1,xG,FOW%,0,0.188,0.108
885,G,A1,xG,FOW%,1,0.188,0.108
886,G,A1,xG,FOW%,2,0.188,0.108
887,G,A1,xG,FOW%,3,0.188,0.108
1124,G,A1,MD Sh%,LD Sh%,0,-0.315,0.1
1125,G,A1,MD Sh%,LD Sh%,1,-0.315,0.1
1126,G,A1,MD Sh%,LD Sh%,2,-0.315,0.1
1127,G,A1,MD Sh%,LD Sh%,3,-0.315,0.1
520,G,A1,A1/GP,P1/GP,0,0.229,0.089
521,G,A1,A1/GP,P1/GP,1,0.229,0.089
522,G,A1,A1/GP,P1/GP,2,0.229,0.089
523,G,A1,A1/GP,P1/GP,3,0.229,0.089
488,G,A1,G/GP,MD Sh%,0,-0.303,0.086
489,G,A1,G/GP,MD Sh%,1,-0.303,0.086
490,G,A1,G/GP,MD Sh%,2,-0.303,0.086
491,G,A1,G/GP,MD Sh%,3,-0.303,0.086
932,G,A1,xG/GP,FOW%,0,0.173,0.085
933,G,A1,xG/GP,FOW%,1,0.173,0.085
934,G,A1,xG/GP,FOW%,2,0.173,0.085
935,G,A1,xG/GP,FOW%,3,0.173,0.085
528,G,A1,A1/GP,Sh/GP,0,0.18,0.081
529,G,A1,A1/GP,Sh/GP,1,0.18,0.081
530,G,A1,A1/GP,Sh/GP,2,0.18,0.081
531,G,A1,A1/GP,Sh/GP,3,0.18,0.081
708,G,A1,P1/GP,FOW,0,0.182,0.08
709,G,A1,P1/GP,FOW,1,0.182,0.08
710,G,A1,P1/GP,FOW,2,0.182,0.08
711,G,A1,P1/GP,FOW,3,0.182,0.08
444,G,A1,G/GP,A2/GP,0,0.25,0.076
445,G,A1,G/GP,A2/GP,1,0.25,0.076
446,G,A1,G/GP,A2/GP,2,0.25,0.076
447,G,A1,G/GP,A2/GP,3,0.25,0.076
1128,G,A1,MD Sh%,FOW,0,-0.264,0.075
1129,G,A1,MD Sh%,FOW,1,-0.264,0.075
1130,G,A1,MD Sh%,FOW,2,-0.264,0.075
1131,G,A1,MD Sh%,FOW,3,-0.264,0.075
1132,G,A1,MD Sh%,FOT,0,-0.264,0.075
1133,G,A1,MD Sh%,FOT,1,-0.264,0.075
1134,G,A1,MD Sh%,FOT,2,-0.264,0.075
1135,G,A1,MD Sh%,FOT,3,-0.264,0.075
808,G,A1,Sh/GP,MD Sh%,0,-0.291,0.075
809,G,A1,Sh/GP,MD Sh%,1,-0.291,0.075
810,G,A1,Sh/GP,MD Sh%,2,-0.291,0.075
811,G,A1,Sh/GP,MD Sh%,3,-0.291,0.075
860,G,A1,xG,MD Sh%,0,-0.291,0.075
861,G,A1,xG,MD Sh%,1,-0.291,0.075
862,G,A1,xG,MD Sh%,2,-0.291,0.075
863,G,A1,xG,MD Sh%,3,-0.291,0.075
876,G,A1,xG,FOW,0,0.142,0.068
877,G,A1,xG,FOW,1,0.142,0.068
878,G,A1,xG,FOW,2,0.142,0.068
879,G,A1,xG,FOW,3,0.142,0.068
276,G,A1,Sh,Sh%,0,0.192,0.058
277,G,A1,Sh,Sh%,1,0.192,0.058
278,G,A1,Sh,Sh%,2,0.192,0.058
279,G,A1,Sh,Sh%,3,0.192,0.058
244,G,A1,P,MD Sh,0,0.138,0.057
245,G,A1,P,MD Sh,1,0.138,0.057
246,G,A1,P,MD Sh,2,0.138,0.057
247,G,A1,P,MD Sh,3,0.138,0.057
608,G,A1,A2/GP,HD G,0,0.161,0.055
609,G,A1,A2/GP,HD G,1,0.161,0.055
610,G,A1,A2/GP,HD G,2,0.161,0.055
611,G,A1,A2/GP,HD G,3,0.161,0.055
612,G,A1,A2/GP,HD Sh,0,0.161,0.055
613,G,A1,A2/GP,HD Sh,1,0.161,0.055
614,G,A1,A2/GP,HD Sh,2,0.161,0.055
615,G,A1,A2/GP,HD Sh,3,0.161,0.055
620,G,A1,A2/GP,MD G,0,0.161,0.055
621,G,A1,A2/GP,MD G,1,0.161,0.055
622,G,A1,A2/GP,MD G,2,0.161,0.055
623,G,A1,A2/GP,MD G,3,0.161,0.055
624,G,A1,A2/GP,MD Sh,0,0.161,0.055
625,G,A1,A2/GP,MD Sh,1,0.161,0.055
626,G,A1,A2/GP,MD Sh,2,0.161,0.055
627,G,A1,A2/GP,MD Sh,3,0.161,0.055
632,G,A1,A2/GP,LD G,0,0.161,0.055
633,G,A1,A2/GP,LD G,1,0.161,0.055
634,G,A1,A2/GP,LD G,2,0.161,0.055
635,G,A1,A2/GP,LD G,3,0.161,0.055
636,G,A1,A2/GP,LD Sh,0,0.161,0.055
637,G,A1,A2/GP,LD Sh,1,0.161,0.055
638,G,A1,A2/GP,LD Sh,2,0.161,0.055
639,G,A1,A2/GP,LD Sh,3,0.161,0.055
168,G,A1,P1,LD Sh,0,0.134,0.05
169,G,A1,P1,LD Sh,1,0.134,0.05
170,G,A1,P1,LD Sh,2,0.134,0.05
171,G,A1,P1,LD Sh,3,0.134,0.05
968,G,A1,HD G,FOW,0,0.145,0.049
969,G,A1,HD G,FOW,1,0.145,0.049
970,G,A1,HD G,FOW,2,0.145,0.049
971,G,A1,HD G,FOW,3,0.145,0.049
1008,G,A1,HD Sh,FOW,0,0.145,0.049
1009,G,A1,HD Sh,FOW,1,0.145,0.049
1010,G,A1,HD Sh,FOW,2,0.145,0.049
1011,G,A1,HD Sh,FOW,3,0.145,0.049
1076,G,A1,MD G,FOW,0,0.145,0.049
1077,G,A1,MD G,FOW,1,0.145,0.049
1078,G,A1,MD G,FOW,2,0.145,0.049
1079,G,A1,MD G,FOW,3,0.145,0.049
1104,G,A1,MD Sh,FOW,0,0.145,0.049
1105,G,A1,MD Sh,FOW,1,0.145,0.049
1106,G,A1,MD Sh,FOW,2,0.145,0.049
1107,G,A1,MD Sh,FOW,3,0.145,0.049
1148,G,A1,LD G,FOW,0,0.145,0.049
1149,G,A1,LD G,FOW,1,0.145,0.049
1150,G,A1,LD G,FOW,2,0.145,0.049
1151,G,A1,LD G,FOW,3,0.145,0.049
1164,G,A1,LD Sh,FOW,0,0.145,0.049
1165,G,A1,LD Sh,FOW,1,0.145,0.049
1166,G,A1,LD Sh,FOW,2,0.145,0.049
1167,G,A1,LD Sh,FOW,3,0.145,0.049
1184,G,A1,LD Sh%,FOW%,0,0.118,0.049
1185,G,A1,LD Sh%,FOW%,1,0.118,0.049
1186,G,A1,LD Sh%,FOW%,2,0.118,0.049
1187,G,A1,LD Sh%,FOW%,3,0.118,0.049
724,G,A1,P/GP,xG,0,0.16,0.048
725,G,A1,P/GP,xG,1,0.16,0.048
726,G,A1,P/GP,xG,2,0.16,0.048
727,G,A1,P/GP,xG,3,0.16,0.048
1052,G,A1,HD Sh%,FOW%,0,0.27,0.046
1053,G,A1,HD Sh%,FOW%,1,0.27,0.046
1054,G,A1,HD Sh%,FOW%,2,0.27,0.046
1055,G,A1,HD Sh%,FOW%,3,0.27,0.046
220,G,A1,P,xG,0,0.158,0.046
221,G,A1,P,xG,1,0.158,0.046
222,G,A1,P,xG,2,0.158,0.046
223,G,A1,P,xG,3,0.158,0.046
1176,G,A1,LD Sh%,FOW,0,0.125,0.044
1177,G,A1,LD Sh%,FOW,1,0.125,0.044
1178,G,A1,LD Sh%,FOW,2,0.125,0.044
1179,G,A1,LD Sh%,FOW,3,0.125,0.044
24,G,A1,A2,A2/GP,0,0.178,0.043
25,G,A1,A2,A2/GP,1,0.178,0.043
26,G,A1,A2,A2/GP,2,0.178,0.043
27,G,A1,A2,A2/GP,3,0.178,0.043
896,G,A1,xG/GP,HD Sh%,0,0.131,0.043
897,G,A1,xG/GP,HD Sh%,1,0.131,0.043
898,G,A1,xG/GP,HD Sh%,2,0.131,0.043
899,G,A1,xG/GP,HD Sh%,3,0.131,0.043
116,G,A1,P1,A2/GP,0,0.162,0.042
117,G,A1,P1,A2/GP,1,0.162,0.042
118,G,A1,P1,A2/GP,2,0.162,0.042
119,G,A1,P1,A2/GP,3,0.162,0.042
500,G,A1,G/GP,LD Sh%,0,0.156,0.042
501,G,A1,G/GP,LD Sh%,1,0.156,0.042
502,G,A1,G/GP,LD Sh%,2,0.156,0.042
503,G,A1,G/GP,LD Sh%,3,0.156,0.042
44,G,A1,A2,xG/GP,0,0.154,0.042
45,G,A1,A2,xG/GP,1,0.154,0.042
46,G,A1,A2,xG/GP,2,0.154,0.042
47,G,A1,A2,xG/GP,3,0.154,0.042
924,G,A1,xG/GP,FOW,0,0.117,0.039
925,G,A1,xG/GP,FOW,1,0.117,0.039
926,G,A1,xG/GP,FOW,2,0.117,0.039
927,G,A1,xG/GP,FOW,3,0.117,0.039
712,G,A1,P1/GP,FOT,0,0.124,0.036
713,G,A1,P1/GP,FOT,1,0.124,0.036
714,G,A1,P1/GP,FOT,2,0.124,0.036
715,G,A1,P1/GP,FOT,3,0.124,0.036
848,G,A1,xG,HD Sh%,0,-0.182,0.036
849,G,A1,xG,HD Sh%,1,-0.182,0.036
850,G,A1,xG,HD Sh%,2,-0.182,0.036
851,G,A1,xG,HD Sh%,3,-0.182,0.036
476,G,A1,G/GP,HD Sh%,0,0.107,0.032
477,G,A1,G/GP,HD Sh%,1,0.107,0.032
478,G,A1,G/GP,HD Sh%,2,0.107,0.032
479,G,A1,G/GP,HD Sh%,3,0.107,0.032
160,G,A1,P1,MD Sh%,0,0.105,0.032
161,G,A1,P1,MD Sh%,1,0.105,0.032
162,G,A1,P1,MD Sh%,2,0.105,0.032
163,G,A1,P1,MD Sh%,3,0.105,0.032
668,G,A1,P1/GP,xG/GP,0,0.132,0.031
669,G,A1,P1/GP,xG/GP,1,0.132,0.031
670,G,A1,P1/GP,xG/GP,2,0.132,0.031
671,G,A1,P1/GP,xG/GP,3,0.132,0.031
12,G,A1,A2,Sh%,0,-0.099,0.031
13,G,A1,A2,Sh%,1,-0.099,0.031
14,G,A1,A2,Sh%,2,-0.099,0.031
15,G,A1,A2,Sh%,3,-0.099,0.031
660,G,A1,P1/GP,Sh/GP,0,0.113,0.03
661,G,A1,P1/GP,Sh/GP,1,0.113,0.03
662,G,A1,P1/GP,Sh/GP,2,0.113,0.03
663,G,A1,P1/GP,Sh/GP,3,0.113,0.03
348,G,A1,Sh,FOW,0,0.105,0.029
349,G,A1,Sh,FOW,1,0.105,0.029
350,G,A1,Sh,FOW,2,0.105,0.029
351,G,A1,Sh,FOW,3,0.105,0.029
432,G,A1,Sh%,FOT,0,0.095,0.029
433,G,A1,Sh%,FOT,1,0.095,0.029
434,G,A1,Sh%,FOT,2,0.095,0.029
435,G,A1,Sh%,FOT,3,0.095,0.029
320,G,A1,Sh,HD Sh%,0,0.089,0.027
321,G,A1,Sh,HD Sh%,1,0.089,0.027
322,G,A1,Sh,HD Sh%,2,0.089,0.027
